pcap_path,size_bytes,parse_ok,endianness,ts_unit,first_ts_epoch,first_ts_utc,year,split,group,protocol_family,notes
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-ICMP4_train.pcap,839000003,1,little,us,1693585020.358642101,2023-09-01T16:17:00.358642Z,2023,train,attacks,WiFI_and_MQTT,
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-SYN1_train.pcap,901000069,1,little,us,1693492107.120031118,2023-08-31T14:28:27.120031Z,2023,train,attacks,WiFI_and_MQTT,
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-SYN2_train.pcap,901000021,1,little,us,1693492572.037444115,2023-08-31T14:36:12.037444Z,2023,train,attacks,WiFI_and_MQTT,
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-SYN3_train.pcap,901000027,1,little,us,1693493339.407919884,2023-08-31T14:48:59.407920Z,2023,train,attacks,WiFI_and_MQTT,
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-SYN4_train.pcap,901000009,1,little,us,1693490280.512922049,2023-08-31T13:58:00.512922Z,2023,train,attacks,WiFI_and_MQTT,
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-TCP1_train.pcap,757000067,1,little,us,1693411680.431924105,2023-08-30T16:08:00.431924Z,2023,train,attacks,WiFI_and_MQTT,
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-TCP2_train.pcap,757000002,1,little,us,1693415111.172846079,2023-08-30T17:05:11.172846Z,2023,train,attacks,WiFI_and_MQTT,
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-TCP3_train.pcap,757000013,1,little,us,1693417771.353282928,2023-08-30T17:49:31.353283Z,2023,train,attacks,WiFI_and_MQTT,
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-TCP4_train.pcap,757000028,1,little,us,1693418292.871304989,2023-08-30T17:58:12.871305Z,2023,train,attacks,WiFI_and_MQTT,
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-UDP1_train.pcap,1146000031,1,little,us,1693505156.317483902,2023-08-31T18:05:56.317484Z,2023,train,attacks,WiFI_and_MQTT,
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-UDP2_train.pcap,1146000038,1,little,us,1693506531.135878086,2023-08-31T18:28:51.135878Z,2023,train,attacks,WiFI_and_MQTT,
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-UDP3_train.pcap,1146000043,1,little,us,1693577128.773334980,2023-09-01T14:05:28.773335Z,2023,train,attacks,WiFI_and_MQTT,
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-UDP4_train.pcap,1146000076,1,little,us,1693501380.335660934,2023-08-31T17:03:00.335661Z,2023,train,attacks,WiFI_and_MQTT,
WiFI_and_MQTT/profiling/PCAP/Active/Active.pcap,406062940,1,little,us,1699286928.099553108,2023-11-06T16:08:48.099553Z,2023,,profiling,WiFI_and_MQTT,
WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,189852749,1,little,us,1699286919.982064009,2023-11-06T16:08:39.982064Z,2023,,profiling,WiFI_and_MQTT,
WiFI_and_MQTT/profiling/PCAP/Idle/Idle.pcap,73715235,1,little,us,1698872400.205631971,2023-11-01T21:00:00.205632Z,2023,,profiling,WiFI_and_MQTT,
WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_LAN_MIC.pcap,16322063,1,little,us,1701097889.535907030,2023-11-27T15:11:29.535907Z,2023,,profiling,WiFI_and_MQTT,
WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_LAN_WATCH.pcap,13989031,1,little,us,1701096470.826134920,2023-11-27T14:47:50.826135Z,2023,,profiling,WiFI_and_MQTT,
WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_WAN_MIC.pcap,16346146,1,little,us,1701097506.844810009,2023-11-27T15:05:06.844810Z,2023,,profiling,WiFI_and_MQTT,
WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_WAN_WATCH.pcap,11186820,1,little,us,1701097105.152292967,2023-11-27T14:58:25.152293Z,2023,,profiling,WiFI_and_MQTT,
WiFI_and_MQTT/profiling/PCAP/Interactions/Ecobee_Camera/Ecobee_Camera_LAN_MIC.pcap,15712140,1,little,us,1701176125.716125965,2023-11-28T12:55:25.716126Z,2023,,profiling,WiFI_and_MQTT,
WiFI_and_MQTT/profiling/PCAP/Interactions/Ecobee_Camera/Ecobee_Camera_LAN_WATCH.pcap,11744319,1,little,us,1701094819.549751043,2023-11-27T14:20:19.549751Z,2023,,profiling,WiFI_and_MQTT,
WiFI_and_MQTT/profiling/PCAP/Interactions/Ecobee_Camera/Ecobee_Camera_WAN_MIC.pcap,14783351,1,little,us,1701176570.088180065,2023-11-28T13:02:50.088180Z,2023,,profiling,WiFI_and_MQTT,
WiFI_and_MQTT/profiling/PCAP/Interactions/Ecobee_Camera/Ecobee_Camera_WAN_WATCH.pcap,10812301,1,little,us,1701095997.008527040,2023-11-27T14:39:57.008527Z,2023,,profiling,WiFI_and_MQTT,
WiFI_and_MQTT/profiling/PCAP/Interactions/M1T_Camera/M1T_Camera_LAN_MIC.pcap,7351612,1,little,us,1701099387.003638983,2023-11-27T15:36:27.003639Z,2023,,profiling,WiFI_and_MQTT,
WiFI_and_MQTT/profiling/PCAP/Interactions/M1T_Camera/M1T_Camera_LAN_PHOTO.pcap,971116,1,little,us,1701098711.521506071,2023-11-27T15:25:11.521506Z,2023,,profiling,WiFI_and_MQTT,
WiFI_and_MQTT/profiling/PCAP/Interactions/M1T_Camera/M1T_Camera_LAN_PRECORDING.pcap,4589034,1,little,us,1701099001.653522968,2023-11-27T15:30:01.653523Z,2023,,profiling,WiFI_and_MQTT,
WiFI_and_MQTT/profiling/PCAP/Interactions/M1T_Camera/M1T_Camera_LAN_WATCH.pcap,3927885,1,little,us,1701104510.235651970,2023-11-27T17:01:50.235652Z,2023,,profiling,WiFI_and_MQTT,
WiFI_and_MQTT/profiling/PCAP/Interactions/M1T_Camera/M1T_Camera_WAN_MIC.pcap,7757592,1,little,us,1701100887.685035944,2023-11-27T16:01:27.685036Z,2023,,profiling,WiFI_and_MQTT,
WiFI_and_MQTT/profiling/PCAP/Interactions/M1T_Camera/M1T_Camera_WAN_PHOTO.pcap,1512190,1,little,us,1701100306.784698009,2023-11-27T15:51:46.784698Z,2023,,profiling,WiFI_and_MQTT,
WiFI_and_MQTT/profiling/PCAP/Interactions/M1T_Camera/M1T_Camera_WAN_RECORDING.pcap,6376820,1,little,us,1701100494.936480045,2023-11-27T15:54:54.936480Z,2023,,profiling,WiFI_and_MQTT,
WiFI_and_MQTT/profiling/PCAP/Interactions/M1T_Camera/M1T_Camera_WAN_WATCH.pcap,6000664,1,little,us,1701099896.673055887,2023-11-27T15:44:56.673056Z,2023,,profiling,WiFI_and_MQTT,
WiFI_and_MQTT/profiling/PCAP/Interactions/Multifunctional_Pager/Multifunctional_Pager_LAN_APP.pcap,64467,1,little,us,1701178875.649799109,2023-11-28T13:41:15.649799Z,2023,,profiling,WiFI_and_MQTT,
WiFI_and_MQTT/profiling/PCAP/Interactions/Multifunctional_Pager/Multifunctional_Pager_LAN_PHYSICAL.pcap,30087,1,little,us,1701179414.818274021,2023-11-28T13:50:14.818274Z,2023,,profiling,WiFI_and_MQTT,
WiFI_and_MQTT/profiling/PCAP/Interactions/Multifunctional_Pager/Multifunctional_Pager_WAN_APP.pcap,36499,1,little,us,1701178280.712882042,2023-11-28T13:31:20.712882Z,2023,,profiling,WiFI_and_MQTT,
WiFI_and_MQTT/profiling/PCAP/Interactions/Multifunctional_Pager/Multifunctional_Pager_WAN_PHYSICAL.pcap,17045,1,little,us,1701177847.660362959,2023-11-28T13:24:07.660363Z,2023,,profiling,WiFI_and_MQTT,
WiFI_and_MQTT/profiling/PCAP/Interactions/Owltron_Camera/Owltron_Camera_LAN_MIC.pcap,29541025,1,little,us,1701102180.370342016,2023-11-27T16:23:00.370342Z,2023,,profiling,WiFI_and_MQTT,
WiFI_and_MQTT/profiling/PCAP/Interactions/Owltron_Camera/Owltron_Camera_LAN_PHOTO.pcap,6526724,1,little,us,1701101670.416117907,2023-11-27T16:14:30.416118Z,2023,,profiling,WiFI_and_MQTT,
WiFI_and_MQTT/profiling/PCAP/Interactions/Owltron_Camera/Owltron_Camera_LAN_RECORDING.pcap,28517721,1,little,us,1701101839.478612900,2023-11-27T16:17:19.478613Z,2023,,profiling,WiFI_and_MQTT,
WiFI_and_MQTT/profiling/PCAP/Interactions/Owltron_Camera/Owltron_Camera_LAN_WATCH.pcap,22179270,1,little,us,1701101343.533416986,2023-11-27T16:09:03.533417Z,2023,,profiling,WiFI_and_MQTT,
WiFI_and_MQTT/profiling/PCAP/Interactions/Owltron_Camera/Owltron_Camera_WAN_MIC.pcap,28442798,1,little,us,1701102518.727024078,2023-11-27T16:28:38.727024Z,2023,,profiling,WiFI_and_MQTT,
WiFI_and_MQTT/profiling/PCAP/Interactions/Owltron_Camera/Owltron_Camera_WAN_PHOTO.pcap,4429983,1,little,us,1701103259.924823999,2023-11-27T16:40:59.924824Z,2023,,profiling,WiFI_and_MQTT,
WiFI_and_MQTT/profiling/PCAP/Interactions/Owltron_Camera/Owltron_Camera_WAN_RECORDING.pcap,32364662,1,little,us,1701103604.931814909,2023-11-27T16:46:44.931815Z,2023,,profiling,WiFI_and_MQTT,
WiFI_and_MQTT/profiling/PCAP/Interactions/Owltron_Camera/Owltron_Camera_WAN_WATCH.pcap,26913944,1,little,us,1701102944.257210970,2023-11-27T16:35:44.257211Z,2023,,profiling,WiFI_and_MQTT,
WiFI_and_MQTT/profiling/PCAP/Interactions/SenseU/SenseU_LAN_EMERGENCY.pcap,36196,1,little,us,1701182299.956234932,2023-11-28T14:38:19.956235Z,2023,,profiling,WiFI_and_MQTT,
WiFI_and_MQTT/profiling/PCAP/Interactions/SenseU/SenseU_WAN_EMERGENCY.pcap,23374,1,little,us,1701183051.629512072,2023-11-28T14:50:51.629512Z,2023,,profiling,WiFI_and_MQTT,
WiFI_and_MQTT/profiling/PCAP/Interactions/Singcall/Singcall_LAN_PHYSICAL.pcap,62272,1,little,us,1701177126.008265018,2023-11-28T13:12:06.008265Z,2023,,profiling,WiFI_and_MQTT,
WiFI_and_MQTT/profiling/PCAP/Interactions/Singcall/Singcall_WAN_PHYSICAL.pcap,51650,1,little,us,1701177462.732678890,2023-11-28T13:17:42.732679Z,2023,,profiling,WiFI_and_MQTT,
WiFI_and_MQTT/profiling/PCAP/Power/Blink_Mini_Camera_Power.pcap,93973,1,little,us,1698250880.852572918,2023-10-25T16:21:20.852573Z,2023,,profiling,WiFI_and_MQTT,
WiFI_and_MQTT/profiling/PCAP/Power/Ecobee_Camera_Power.pcap,1362348,1,little,us,1698248525.918281078,2023-10-25T15:42:05.918281Z,2023,,profiling,WiFI_and_MQTT,
WiFI_and_MQTT/profiling/PCAP/Power/M1T_Camera_Power.pcap,124866,1,little,us,1698253017.647910118,2023-10-25T16:56:57.647910Z,2023,,profiling,WiFI_and_MQTT,
WiFI_and_MQTT/profiling/PCAP/Power/Multifunctional_Pager_Power.pcap,118002,1,little,us,1698158876.433331966,2023-10-24T14:47:56.433332Z,2023,,profiling,WiFI_and_MQTT,
WiFI_and_MQTT/profiling/PCAP/Power/Owltron_Camera_Power.pcap,270071,1,little,us,1698326115.015475035,2023-10-26T13:15:15.015475Z,2023,,profiling,WiFI_and_MQTT,
WiFI_and_MQTT/profiling/PCAP/Power/SenseUBaby_Power.pcap,43472,1,little,us,1698329529.796184063,2023-10-26T14:12:09.796184Z,2023,,profiling,WiFI_and_MQTT,
WiFI_and_MQTT/profiling/PCAP/Power/Singcall_Power.pcap,79525,1,little,us,1698156837.806389093,2023-10-24T14:13:57.806389Z,2023,,profiling,WiFI_and_MQTT,
