pcap_path,csv_path,packets,rows,packets_per_row,window_class,is_flood_named
WiFI_and_MQTT/attacks/pcap/test/TCP_IP-DDoS-TCP_test.pcap,eda/data/interim/CICIoMT2024/WiFI_and_MQTT/attacks/csv/test/TCP_IP-DDoS-TCP_test.pcap.csv,18252695,182598,99.961089,~100,1
WiFI_and_MQTT/attacks/pcap/test/TCP_IP-DDoS-UDP1_test.pcap,eda/data/interim/CICIoMT2024/WiFI_and_MQTT/attacks/csv/test/TCP_IP-DDoS-UDP1_test.pcap.csv,20557509,205654,99.961630,~100,1
WiFI_and_MQTT/attacks/pcap/test/TCP_IP-DDoS-UDP2_test.pcap,eda/data/interim/CICIoMT2024/WiFI_and_MQTT/attacks/csv/test/TCP_IP-DDoS-UDP2_test.pcap.csv,15635442,156416,99.960631,~100,1
WiFI_and_MQTT/attacks/pcap/test/TCP_IP-DoS-ICMP_test.pcap,eda/data/interim/CICIoMT2024/WiFI_and_MQTT/attacks/csv/test/TCP_IP-DoS-ICMP_test.pcap.csv,9839293,98432,99.960308,~100,1
WiFI_and_MQTT/attacks/pcap/test/TCP_IP-DoS-SYN_test.pcap,eda/data/interim/CICIoMT2024/WiFI_and_MQTT/attacks/csv/test/TCP_IP-DoS-SYN_test.pcap.csv,9854644,98595,99.950748,~100,1
WiFI_and_MQTT/attacks/pcap/test/TCP_IP-DoS-TCP_test.pcap,eda/data/interim/CICIoMT2024/WiFI_and_MQTT/attacks/csv/test/TCP_IP-DoS-TCP_test.pcap.csv,8206400,82096,99.961021,~100,1
WiFI_and_MQTT/attacks/pcap/test/TCP_IP-DoS-UDP_test.pcap,eda/data/interim/CICIoMT2024/WiFI_and_MQTT/attacks/csv/test/TCP_IP-DoS-UDP_test.pcap.csv,13749514,137553,99.957936,~100,1
WiFI_and_MQTT/attacks/pcap/train/ARP_Spoofing_train.pcap,eda/data/interim/CICIoMT2024/WiFI_and_MQTT/attacks/csv/train/ARP_Spoofing_train.pcap.csv,160614,16047,10.008974,~10,0
WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,eda/data/interim/CICIoMT2024/WiFI_and_MQTT/attacks/csv/train/Benign_train.pcap.csv,1935680,192732,10.043376,~10,0
WiFI_and_MQTT/attacks/pcap/train/MQTT-DDoS-Connect_Flood_train.pcap,eda/data/interim/CICIoMT2024/WiFI_and_MQTT/attacks/csv/train/MQTT-DDoS-Connect_Flood_train.pcap.csv,17295946,173036,99.955766,~100,1
WiFI_and_MQTT/attacks/pcap/train/MQTT-DDoS-Publish_Flood_train.pcap,eda/data/interim/CICIoMT2024/WiFI_and_MQTT/attacks/csv/train/MQTT-DDoS-Publish_Flood_train.pcap.csv,2754292,27623,99.710097,~100,1
WiFI_and_MQTT/attacks/pcap/train/MQTT-DoS-Connect_Flood_train.pcap,eda/data/interim/CICIoMT2024/WiFI_and_MQTT/attacks/csv/train/MQTT-DoS-Connect_Flood_train.pcap.csv,1276947,12773,99.972364,~100,1
WiFI_and_MQTT/attacks/pcap/train/MQTT-DoS-Publish_Flood_train.pcap,eda/data/interim/CICIoMT2024/WiFI_and_MQTT/attacks/csv/train/MQTT-DoS-Publish_Flood_train.pcap.csv,4431579,44376,99.864319,~100,1
WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,eda/data/interim/CICIoMT2024/WiFI_and_MQTT/attacks/csv/train/MQTT-Malformed_Data_train.pcap.csv,51332,5130,10.006238,~10,0
WiFI_and_MQTT/attacks/pcap/train/Recon-OS_Scan_train.pcap,eda/data/interim/CICIoMT2024/WiFI_and_MQTT/attacks/csv/train/Recon-OS_Scan_train.pcap.csv,168400,16832,10.004753,~10,0
WiFI_and_MQTT/attacks/pcap/train/Recon-Ping_Sweep_train.pcap,eda/data/interim/CICIoMT2024/WiFI_and_MQTT/attacks/csv/train/Recon-Ping_Sweep_train.pcap.csv,7406,740,10.008108,~10,0
WiFI_and_MQTT/attacks/pcap/train/Recon-Port_Scan_train.pcap,eda/data/interim/CICIoMT2024/WiFI_and_MQTT/attacks/csv/train/Recon-Port_Scan_train.pcap.csv,839912,83981,10.001215,~10,0
WiFI_and_MQTT/attacks/pcap/train/Recon-VulScan_train.pcap,eda/data/interim/CICIoMT2024/WiFI_and_MQTT/attacks/csv/train/Recon-VulScan_train.pcap.csv,21747,2173,10.007823,~10,0
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP1_train.pcap,eda/data/interim/CICIoMT2024/WiFI_and_MQTT/attacks/csv/train/TCP_IP-DDoS-ICMP1_train.pcap.csv,19486169,194938,99.960854,~100,1
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP2_train.pcap,eda/data/interim/CICIoMT2024/WiFI_and_MQTT/attacks/csv/train/TCP_IP-DDoS-ICMP2_train.pcap.csv,19475470,194818,99.967508,~100,1
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP3_train.pcap,eda/data/interim/CICIoMT2024/WiFI_and_MQTT/attacks/csv/train/TCP_IP-DDoS-ICMP3_train.pcap.csv,18963740,189710,99.961731,~100,1
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP4_train.pcap,eda/data/interim/CICIoMT2024/WiFI_and_MQTT/attacks/csv/train/TCP_IP-DDoS-ICMP4_train.pcap.csv,19266601,192741,99.961093,~100,1
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP5_train.pcap,eda/data/interim/CICIoMT2024/WiFI_and_MQTT/attacks/csv/train/TCP_IP-DDoS-ICMP5_train.pcap.csv,19496250,195032,99.964365,~100,1
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP6_train.pcap,eda/data/interim/CICIoMT2024/WiFI_and_MQTT/attacks/csv/train/TCP_IP-DDoS-ICMP6_train.pcap.csv,19080009,190875,99.960754,~100,1
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP7_train.pcap,eda/data/interim/CICIoMT2024/WiFI_and_MQTT/attacks/csv/train/TCP_IP-DDoS-ICMP7_train.pcap.csv,18594177,186022,99.956871,~100,1
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP8_train.pcap,eda/data/interim/CICIoMT2024/WiFI_and_MQTT/attacks/csv/train/TCP_IP-DDoS-ICMP8_train.pcap.csv,19326527,193340,99.961348,~100,1
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-SYN1_train.pcap,eda/data/interim/CICIoMT2024/WiFI_and_MQTT/attacks/csv/train/TCP_IP-DDoS-SYN1_train.pcap.csv,19931997,199390,99.964878,~100,1
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-SYN2_train.pcap,eda/data/interim/CICIoMT2024/WiFI_and_MQTT/attacks/csv/train/TCP_IP-DDoS-SYN2_train.pcap.csv,20359731,203669,99.964801,~100,1
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-SYN3_train.pcap,eda/data/interim/CICIoMT2024/WiFI_and_MQTT/attacks/csv/train/TCP_IP-DDoS-SYN3_train.pcap.csv,20194641,202023,99.962088,~100,1
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-SYN4_train.pcap,eda/data/interim/CICIoMT2024/WiFI_and_MQTT/attacks/csv/train/TCP_IP-DDoS-SYN4_train.pcap.csv,19679812,196880,99.958411,~100,1
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-TCP1_train.pcap,eda/data/interim/CICIoMT2024/WiFI_and_MQTT/attacks/csv/train/TCP_IP-DDoS-TCP1_train.pcap.csv,20223622,202311,99.963037,~100,1
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-TCP2_train.pcap,eda/data/interim/CICIoMT2024/WiFI_and_MQTT/attacks/csv/train/TCP_IP-DDoS-TCP2_train.pcap.csv,19700758,197081,99.962746,~100,1
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-TCP3_train.pcap,eda/data/interim/CICIoMT2024/WiFI_and_MQTT/attacks/csv/train/TCP_IP-DDoS-TCP3_train.pcap.csv,20399613,204075,99.961352,~100,1
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-TCP4_train.pcap,eda/data/interim/CICIoMT2024/WiFI_and_MQTT/attacks/csv/train/TCP_IP-DDoS-TCP4_train.pcap.csv,20091019,200998,99.956313,~100,1
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP1_train.pcap,eda/data/interim/CICIoMT2024/WiFI_and_MQTT/attacks/csv/train/TCP_IP-DDoS-UDP1_train.pcap.csv,20608951,206170,99.960959,~100,1
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP2_train.pcap,eda/data/interim/CICIoMT2024/WiFI_and_MQTT/attacks/csv/train/TCP_IP-DDoS-UDP2_train.pcap.csv,20722273,207295,99.965137,~100,1
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP3_train.pcap,eda/data/interim/CICIoMT2024/WiFI_and_MQTT/attacks/csv/train/TCP_IP-DDoS-UDP3_train.pcap.csv,20651397,206604,99.956424,~100,1
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP4_train.pcap,eda/data/interim/CICIoMT2024/WiFI_and_MQTT/attacks/csv/train/TCP_IP-DDoS-UDP4_train.pcap.csv,20626463,206343,99.962020,~100,1
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP5_train.pcap,eda/data/interim/CICIoMT2024/WiFI_and_MQTT/attacks/csv/train/TCP_IP-DDoS-UDP5_train.pcap.csv,20543021,205507,99.962634,~100,1
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP6_train.pcap,eda/data/interim/CICIoMT2024/WiFI_and_MQTT/attacks/csv/train/TCP_IP-DDoS-UDP6_train.pcap.csv,20216876,202247,99.961315,~100,1
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP7_train.pcap,eda/data/interim/CICIoMT2024/WiFI_and_MQTT/attacks/csv/train/TCP_IP-DDoS-UDP7_train.pcap.csv,19760583,197685,99.959951,~100,1
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP8_train.pcap,eda/data/interim/CICIoMT2024/WiFI_and_MQTT/attacks/csv/train/TCP_IP-DDoS-UDP8_train.pcap.csv,20402619,204105,99.961388,~100,1
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-ICMP1_train.pcap,eda/data/interim/CICIoMT2024/WiFI_and_MQTT/attacks/csv/train/TCP_IP-DoS-ICMP1_train.pcap.csv,10446280,104507,99.957706,~100,1
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-ICMP2_train.pcap,eda/data/interim/CICIoMT2024/WiFI_and_MQTT/attacks/csv/train/TCP_IP-DoS-ICMP2_train.pcap.csv,9693860,96977,99.960403,~100,1
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-ICMP3_train.pcap,eda/data/interim/CICIoMT2024/WiFI_and_MQTT/attacks/csv/train/TCP_IP-DoS-ICMP3_train.pcap.csv,10863247,108686,99.950748,~100,1
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-ICMP4_train.pcap,eda/data/interim/CICIoMT2024/WiFI_and_MQTT/attacks/csv/train/TCP_IP-DoS-ICMP4_train.pcap.csv,10607586,106122,99.956522,~100,1
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-SYN1_train.pcap,eda/data/interim/CICIoMT2024/WiFI_and_MQTT/attacks/csv/train/TCP_IP-DoS-SYN1_train.pcap.csv,11138638,111431,99.959957,~100,1
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-SYN2_train.pcap,eda/data/interim/CICIoMT2024/WiFI_and_MQTT/attacks/csv/train/TCP_IP-DoS-SYN2_train.pcap.csv,11160843,111647,99.965454,~100,1
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-SYN3_train.pcap,eda/data/interim/CICIoMT2024/WiFI_and_MQTT/attacks/csv/train/TCP_IP-DoS-SYN3_train.pcap.csv,10813744,108190,99.951419,~100,1
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-SYN4_train.pcap,eda/data/interim/CICIoMT2024/WiFI_and_MQTT/attacks/csv/train/TCP_IP-DoS-SYN4_train.pcap.csv,11059982,110635,99.968202,~100,1
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-TCP1_train.pcap,eda/data/interim/CICIoMT2024/WiFI_and_MQTT/attacks/csv/train/TCP_IP-DoS-TCP1_train.pcap.csv,9537689,95407,99.968440,~100,1
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-TCP2_train.pcap,eda/data/interim/CICIoMT2024/WiFI_and_MQTT/attacks/csv/train/TCP_IP-DoS-TCP2_train.pcap.csv,9548514,95521,99.962459,~100,1
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-TCP3_train.pcap,eda/data/interim/CICIoMT2024/WiFI_and_MQTT/attacks/csv/train/TCP_IP-DoS-TCP3_train.pcap.csv,9592792,95968,99.958236,~100,1
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-TCP4_train.pcap,eda/data/interim/CICIoMT2024/WiFI_and_MQTT/attacks/csv/train/TCP_IP-DoS-TCP4_train.pcap.csv,9345102,93488,99.960444,~100,1
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-UDP1_train.pcap,eda/data/interim/CICIoMT2024/WiFI_and_MQTT/attacks/csv/train/TCP_IP-DoS-UDP1_train.pcap.csv,13695288,137011,99.957580,~100,1
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-UDP2_train.pcap,eda/data/interim/CICIoMT2024/WiFI_and_MQTT/attacks/csv/train/TCP_IP-DoS-UDP2_train.pcap.csv,14043139,140492,99.956859,~100,1
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-UDP3_train.pcap,eda/data/interim/CICIoMT2024/WiFI_and_MQTT/attacks/csv/train/TCP_IP-DoS-UDP3_train.pcap.csv,14608427,146146,99.957761,~100,1
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-UDP4_train.pcap,eda/data/interim/CICIoMT2024/WiFI_and_MQTT/attacks/csv/train/TCP_IP-DoS-UDP4_train.pcap.csv,14324896,143301,99.963685,~100,1
