pcap_path,size_bytes,parse_ok,endianness,ts_unit,packet_count,first_ts_epoch,last_ts_epoch,duration_seconds,first_ts_utc,last_ts_utc,notes
WiFI_and_MQTT/attacks/pcap/test/Recon-Ping_Sweep_test.pcap,161541,1,little,us,1852,1694105430.736417055,1694105460.481408119,29.744991064,2023-09-07T16:50:30.736417Z,2023-09-07T16:51:00.481408Z,
WiFI_and_MQTT/attacks/pcap/test/Recon-Port_Scan_test.pcap,20947253,1,little,us,226233,1694102611.205862999,1694102760.445580006,149.239717007,2023-09-07T16:03:31.205863Z,2023-09-07T16:06:00.445580Z,
WiFI_and_MQTT/attacks/pcap/test/Recon-VulScan_test.pcap,1216962,1,little,us,10366,1694532806.452474117,1694533194.848397017,388.395922899,2023-09-12T15:33:26.452474Z,2023-09-12T15:39:54.848397Z,
WiFI_and_MQTT/attacks/pcap/test/TCP_IP-DDoS-ICMP1_test.pcap,1186157315,1,little,us,15394832,1694019633.795036077,1694020260.409491062,626.614454985,2023-09-06T17:00:33.795036Z,2023-09-06T17:11:00.409491Z,
WiFI_and_MQTT/attacks/pcap/test/TCP_IP-DDoS-ICMP2_test.pcap,1495000433,1,little,us,19560366,1693943378.270437956,1694019633.795036077,76255.524598122,2023-09-05T19:49:38.270438Z,2023-09-06T17:00:33.795036Z,
WiFI_and_MQTT/attacks/pcap/test/TCP_IP-DDoS-SYN_test.pcap,1349298819,1,little,us,17233425,1693928609.809045076,1693930560.173119068,1950.364073992,2023-09-05T15:43:29.809045Z,2023-09-05T16:16:00.173119Z,
WiFI_and_MQTT/attacks/pcap/test/TCP_IP-DDoS-TCP_test.pcap,1399714892,1,little,us,18252695,1693922574.980618000,1693923600.082412004,1025.101794004,2023-09-05T14:02:54.980618Z,2023-09-05T14:20:00.082412Z,
WiFI_and_MQTT/attacks/pcap/test/TCP_IP-DDoS-UDP1_test.pcap,1576000024,1,little,us,20557509,1693937349.443722010,1693937923.616378069,574.172656059,2023-09-05T18:09:09.443722Z,2023-09-05T18:18:43.616378Z,
WiFI_and_MQTT/attacks/pcap/test/TCP_IP-DDoS-UDP2_test.pcap,1215541422,1,little,us,15635442,1693937923.616378069,1693938359.904475927,436.288097858,2023-09-05T18:18:43.616378Z,2023-09-05T18:25:59.904476Z,
WiFI_and_MQTT/attacks/pcap/test/TCP_IP-DoS-ICMP_test.pcap,773170088,1,little,us,9839293,1693591021.151103973,1693593719.686595917,2698.535491943,2023-09-01T17:57:01.151104Z,2023-09-01T18:41:59.686596Z,
WiFI_and_MQTT/attacks/pcap/test/TCP_IP-DoS-SYN_test.pcap,749546727,1,little,us,9854644,1693494698.199676037,1693495140.462959051,442.263283014,2023-08-31T15:11:38.199676Z,2023-08-31T15:19:00.462959Z,
WiFI_and_MQTT/attacks/pcap/test/TCP_IP-DoS-TCP_test.pcap,647511014,1,little,us,8206400,1693419578.769855022,1693420080.274246931,501.504391909,2023-08-30T18:19:38.769855Z,2023-08-30T18:28:00.274247Z,
WiFI_and_MQTT/attacks/pcap/test/TCP_IP-DoS-UDP_test.pcap,1049509322,1,little,us,13749514,1693577745.895090103,1693583640.309201002,5894.414110899,2023-09-01T14:15:45.895090Z,2023-09-01T15:54:00.309201Z,
WiFI_and_MQTT/attacks/pcap/train/ARP_Spoofing_train.pcap,80000193,1,little,us,160614,1694021280.240978003,1694027470.782845020,6190.541867018,2023-09-06T17:28:00.240978Z,2023-09-06T19:11:10.782845Z,
WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,395000451,1,little,us,1935680,1694614860.354326963,1694694254.461534977,79394.107208014,2023-09-13T14:21:00.354327Z,2023-09-14T12:24:14.461535Z,
WiFI_and_MQTT/attacks/pcap/train/MQTT-DDoS-Connect_Flood_train.pcap,1474000046,1,little,us,17295946,1693340340.198348999,1693340875.767119884,535.568770885,2023-08-29T20:19:00.198349Z,2023-08-29T20:27:55.767120Z,
WiFI_and_MQTT/attacks/pcap/train/MQTT-DDoS-Publish_Flood_train.pcap,1556000060,1,little,us,2754292,1693339020.157145977,1693339546.221045971,526.063899994,2023-08-29T19:57:00.157146Z,2023-08-29T20:05:46.221046Z,
WiFI_and_MQTT/attacks/pcap/train/MQTT-DoS-Connect_Flood_train.pcap,110000019,1,little,us,1276947,1693247160.179688931,1693247578.319241047,418.139552116,2023-08-28T18:26:00.179689Z,2023-08-28T18:32:58.319241Z,
WiFI_and_MQTT/attacks/pcap/train/MQTT-DoS-Publish_Flood_train.pcap,1228000128,1,little,us,4431579,1693329540.179303885,1693330080.443046093,540.263742208,2023-08-29T17:19:00.179304Z,2023-08-29T17:28:00.443046Z,
WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,34000023,1,little,us,51332,1693233540.548744917,1693233980.400352001,439.851607084,2023-08-28T14:39:00.548745Z,2023-08-28T14:46:20.400352Z,
WiFI_and_MQTT/attacks/pcap/train/Recon-OS_Scan_train.pcap,14000021,1,little,us,168400,1694103600.101458073,1694104462.519283056,862.417824984,2023-09-07T16:20:00.101458Z,2023-09-07T16:34:22.519283Z,
WiFI_and_MQTT/attacks/pcap/train/Recon-Ping_Sweep_train.pcap,644273,1,little,us,7406,1694105340.104079008,1694105430.736416101,90.632337093,2023-09-07T16:49:00.104079Z,2023-09-07T16:50:30.736416Z,
WiFI_and_MQTT/attacks/pcap/train/Recon-Port_Scan_train.pcap,81000046,1,little,us,839912,1694100000.378206968,1694102611.205861092,2610.827654123,2023-09-07T15:20:00.378207Z,2023-09-07T16:03:31.205861Z,
WiFI_and_MQTT/attacks/pcap/train/Recon-VulScan_train.pcap,5000071,1,little,us,21747,1694532486.484112978,1694532806.450869083,319.966756105,2023-09-12T15:28:06.484113Z,2023-09-12T15:33:26.450869Z,
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP1_train.pcap,1495000075,1,little,us,19486169,1693938986.003698111,1693939620.565790892,634.562092781,2023-09-05T18:36:26.003698Z,2023-09-05T18:47:00.565791Z,
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP2_train.pcap,1495000031,1,little,us,19475470,1693939620.565790892,1693939902.965086937,282.399296045,2023-09-05T18:47:00.565791Z,2023-09-05T18:51:42.965087Z,
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP3_train.pcap,1495000043,1,little,us,18963740,1693939902.965086937,1693940461.080128908,558.115041971,2023-09-05T18:51:42.965087Z,2023-09-05T19:01:01.080129Z,
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP4_train.pcap,1495000009,1,little,us,19266601,1693940461.080128908,1693940996.362122059,535.281993151,2023-09-05T19:01:01.080129Z,2023-09-05T19:09:56.362122Z,
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP5_train.pcap,1495000034,1,little,us,19496250,1693940996.362122059,1693941384.831815004,388.469692945,2023-09-05T19:09:56.362122Z,2023-09-05T19:16:24.831815Z,
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP6_train.pcap,1495000034,1,little,us,19080009,1693941384.831842899,1693942039.115173101,654.283330202,2023-09-05T19:16:24.831843Z,2023-09-05T19:27:19.115173Z,
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP7_train.pcap,1495000006,1,little,us,18594177,1693942039.115174055,1693943378.270437956,1339.155263901,2023-09-05T19:27:19.115174Z,2023-09-05T19:49:38.270438Z,
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP8_train.pcap,1495000072,1,little,us,19326527,1693938480.615072966,1693938986.003698111,505.388625145,2023-09-05T18:28:00.615073Z,2023-09-05T18:36:26.003698Z,
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-SYN1_train.pcap,1556000011,1,little,us,19931997,1693925885.918788910,1693926623.195081949,737.276293039,2023-09-05T14:58:05.918789Z,2023-09-05T15:10:23.195082Z,
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-SYN2_train.pcap,1556000071,1,little,us,20359731,1693926623.195081949,1693928224.850094080,1601.655012131,2023-09-05T15:10:23.195082Z,2023-09-05T15:37:04.850094Z,
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-SYN3_train.pcap,1556000070,1,little,us,20194641,1693928224.850094080,1693928609.809045076,384.958950996,2023-09-05T15:37:04.850094Z,2023-09-05T15:43:29.809045Z,
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-SYN4_train.pcap,1556000060,1,little,us,19679812,1693924680.397948980,1693925885.918709993,1205.520761013,2023-09-05T14:38:00.397949Z,2023-09-05T14:58:05.918710Z,
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-TCP1_train.pcap,1576000045,1,little,us,20223622,1693919962.519735098,1693920322.932076931,360.412341833,2023-09-05T13:19:22.519735Z,2023-09-05T13:25:22.932077Z,
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-TCP2_train.pcap,1576001283,1,little,us,19700758,1693920322.932090998,1693921985.480988979,1662.548897982,2023-09-05T13:25:22.932091Z,2023-09-05T13:53:05.480989Z,
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-TCP3_train.pcap,1576000036,1,little,us,20399613,1693921985.480988979,1693922574.980618000,589.499629021,2023-09-05T13:53:05.480989Z,2023-09-05T14:02:54.980618Z,
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-TCP4_train.pcap,1576000070,1,little,us,20091019,1693919100.380848885,1693919962.519735098,862.138886213,2023-09-05T13:05:00.380849Z,2023-09-05T13:19:22.519735Z,
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP1_train.pcap,1576000011,1,little,us,20608951,1693931700.446391106,1693932053.728080988,353.281689882,2023-09-05T16:35:00.446391Z,2023-09-05T16:40:53.728081Z,
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP2_train.pcap,1576000014,1,little,us,20722273,1693932053.728080988,1693932518.845923901,465.117842913,2023-09-05T16:40:53.728081Z,2023-09-05T16:48:38.845924Z,
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP3_train.pcap,1576000001,1,little,us,20651397,1693932518.845925093,1693932857.131982088,338.286056995,2023-09-05T16:48:38.845925Z,2023-09-05T16:54:17.131982Z,
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP4_train.pcap,1576000023,1,little,us,20626463,1693932857.131983042,1693933406.814805984,549.682822943,2023-09-05T16:54:17.131983Z,2023-09-05T17:03:26.814806Z,
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP5_train.pcap,1576000022,1,little,us,20543021,1693933406.814805984,1693934814.469084978,1407.654278994,2023-09-05T17:03:26.814806Z,2023-09-05T17:26:54.469085Z,
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP6_train.pcap,1576000006,1,little,us,20216876,1693934814.469084978,1693935170.419258118,355.950173140,2023-09-05T17:26:54.469085Z,2023-09-05T17:32:50.419258Z,
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP7_train.pcap,1576000030,1,little,us,19760583,1693935170.419281960,1693937023.368803024,1852.949521065,2023-09-05T17:32:50.419282Z,2023-09-05T18:03:43.368803Z,
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP8_train.pcap,1576000061,1,little,us,20402619,1693937023.368803024,1693937349.443722010,326.074918985,2023-09-05T18:03:43.368803Z,2023-09-05T18:09:09.443722Z,
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-ICMP1_train.pcap,839000042,1,little,us,10446280,1693586113.070542097,1693586509.312561035,396.242018938,2023-09-01T16:35:13.070542Z,2023-09-01T16:41:49.312561Z,
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-ICMP2_train.pcap,839000014,1,little,us,9693860,1693586509.312561035,1693590541.416606903,4032.104045868,2023-09-01T16:41:49.312561Z,2023-09-01T17:49:01.416607Z,
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-ICMP3_train.pcap,839000053,1,little,us,10863247,1693590541.416608095,1693591021.151103020,479.734494925,2023-09-01T17:49:01.416608Z,2023-09-01T17:57:01.151103Z,
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-ICMP4_train.pcap,839000003,1,little,us,10607586,1693585020.358642101,1693586113.070513964,1092.711871862,2023-09-01T16:17:00.358642Z,2023-09-01T16:35:13.070514Z,
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-SYN1_train.pcap,901000069,1,little,us,11138638,1693492107.120031118,1693492572.037412882,464.917381763,2023-08-31T14:28:27.120031Z,2023-08-31T14:36:12.037413Z,
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-SYN2_train.pcap,901000021,1,little,us,11160843,1693492572.037444115,1693493339.407919884,767.370475769,2023-08-31T14:36:12.037444Z,2023-08-31T14:48:59.407920Z,
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-SYN3_train.pcap,901000027,1,little,us,10813744,1693493339.407919884,1693494698.199672937,1358.791753054,2023-08-31T14:48:59.407920Z,2023-08-31T15:11:38.199673Z,
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-SYN4_train.pcap,901000009,1,little,us,11059982,1693490280.512922049,1693492107.120031118,1826.607109070,2023-08-31T13:58:00.512922Z,2023-08-31T14:28:27.120031Z,
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-TCP1_train.pcap,757000067,1,little,us,9537689,1693411680.431924105,1693415111.172844887,3430.740920782,2023-08-30T16:08:00.431924Z,2023-08-30T17:05:11.172845Z,
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-TCP2_train.pcap,757000002,1,little,us,9548514,1693415111.172846079,1693417771.353282928,2660.180436850,2023-08-30T17:05:11.172846Z,2023-08-30T17:49:31.353283Z,
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-TCP3_train.pcap,757000013,1,little,us,9592792,1693417771.353282928,1693418292.871238947,521.517956018,2023-08-30T17:49:31.353283Z,2023-08-30T17:58:12.871239Z,
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-TCP4_train.pcap,757000028,1,little,us,9345102,1693418292.871304989,1693419578.769854069,1285.898549080,2023-08-30T17:58:12.871305Z,2023-08-30T18:19:38.769854Z,
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-UDP1_train.pcap,1146000031,1,little,us,13695288,1693505156.317483902,1693506531.135878086,1374.818394184,2023-08-31T18:05:56.317484Z,2023-08-31T18:28:51.135878Z,
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-UDP2_train.pcap,1146000038,1,little,us,14043139,1693506531.135878086,1693577128.773334980,70597.637456894,2023-08-31T18:28:51.135878Z,2023-09-01T14:05:28.773335Z,
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-UDP3_train.pcap,1146000043,1,little,us,14608427,1693577128.773334980,1693577745.895090103,617.121755123,2023-09-01T14:05:28.773335Z,2023-09-01T14:15:45.895090Z,
WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-UDP4_train.pcap,1146000076,1,little,us,14324896,1693501380.335660934,1693505156.317483902,3775.981822968,2023-08-31T17:03:00.335661Z,2023-08-31T18:05:56.317484Z,
WiFI_and_MQTT/profiling/PCAP/Active/Active.pcap,406062940,1,little,us,1040643,1699286928.099553108,1700854154.988478899,1567226.888925791,2023-11-06T16:08:48.099553Z,2023-11-24T19:29:14.988479Z,
WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,189852749,1,little,us,1981055,1699286919.982064009,1700854111.114379883,1567191.132315874,2023-11-06T16:08:39.982064Z,2023-11-24T19:28:31.114380Z,
WiFI_and_MQTT/profiling/PCAP/Idle/Idle.pcap,73715235,1,little,us,328923,1698872400.205631971,1699005599.764645100,133199.559013128,2023-11-01T21:00:00.205632Z,2023-11-03T09:59:59.764645Z,
WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_LAN_MIC.pcap,16322063,1,little,us,21455,1701097889.535907030,1701098238.904123068,349.368216038,2023-11-27T15:11:29.535907Z,2023-11-27T15:17:18.904123Z,
WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_LAN_WATCH.pcap,13989031,1,little,us,18821,1701096470.826134920,1701096834.175194025,363.349059105,2023-11-27T14:47:50.826135Z,2023-11-27T14:53:54.175194Z,
WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_WAN_MIC.pcap,16346146,1,little,us,22173,1701097506.844810009,1701097831.839026928,324.994216919,2023-11-27T15:05:06.844810Z,2023-11-27T15:10:31.839027Z,
WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_WAN_WATCH.pcap,11186820,1,little,us,15857,1701097105.152292967,1701097472.074599981,366.922307014,2023-11-27T14:58:25.152293Z,2023-11-27T15:04:32.074600Z,
WiFI_and_MQTT/profiling/PCAP/Interactions/Ecobee_Camera/Ecobee_Camera_LAN_MIC.pcap,15712140,1,little,us,38731,1701176125.716125965,1701176474.163836002,348.447710037,2023-11-28T12:55:25.716126Z,2023-11-28T13:01:14.163836Z,
WiFI_and_MQTT/profiling/PCAP/Interactions/Ecobee_Camera/Ecobee_Camera_LAN_WATCH.pcap,11744319,1,little,us,36647,1701094819.549751043,1701095934.659873009,1115.110121965,2023-11-27T14:20:19.549751Z,2023-11-27T14:38:54.659873Z,
WiFI_and_MQTT/profiling/PCAP/Interactions/Ecobee_Camera/Ecobee_Camera_WAN_MIC.pcap,14783351,1,little,us,35853,1701176570.088180065,1701176929.831500053,359.743319988,2023-11-28T13:02:50.088180Z,2023-11-28T13:08:49.831500Z,
WiFI_and_MQTT/profiling/PCAP/Interactions/Ecobee_Camera/Ecobee_Camera_WAN_WATCH.pcap,10812301,1,little,us,33376,1701095997.008527040,1701096384.399188995,387.390661955,2023-11-27T14:39:57.008527Z,2023-11-27T14:46:24.399189Z,
WiFI_and_MQTT/profiling/PCAP/Interactions/M1T_Camera/M1T_Camera_LAN_MIC.pcap,7351612,1,little,us,16106,1701099387.003638983,1701099860.645662069,473.642023087,2023-11-27T15:36:27.003639Z,2023-11-27T15:44:20.645662Z,
WiFI_and_MQTT/profiling/PCAP/Interactions/M1T_Camera/M1T_Camera_LAN_PHOTO.pcap,971116,1,little,us,1439,1701098711.521506071,1701098977.982556105,266.461050034,2023-11-27T15:25:11.521506Z,2023-11-27T15:29:37.982556Z,
WiFI_and_MQTT/profiling/PCAP/Interactions/M1T_Camera/M1T_Camera_LAN_PRECORDING.pcap,4589034,1,little,us,8484,1701099001.653522968,1701099357.386214018,355.732691050,2023-11-27T15:30:01.653523Z,2023-11-27T15:35:57.386214Z,
WiFI_and_MQTT/profiling/PCAP/Interactions/M1T_Camera/M1T_Camera_LAN_WATCH.pcap,3927885,1,little,us,11865,1701104510.235651970,1701104788.493217945,278.257565975,2023-11-27T17:01:50.235652Z,2023-11-27T17:06:28.493218Z,
WiFI_and_MQTT/profiling/PCAP/Interactions/M1T_Camera/M1T_Camera_WAN_MIC.pcap,7757592,1,little,us,17354,1701100887.685035944,1701101214.900507927,327.215471983,2023-11-27T16:01:27.685036Z,2023-11-27T16:06:54.900508Z,
WiFI_and_MQTT/profiling/PCAP/Interactions/M1T_Camera/M1T_Camera_WAN_PHOTO.pcap,1512190,1,little,us,5769,1701100306.784698009,1701100467.228857040,160.444159031,2023-11-27T15:51:46.784698Z,2023-11-27T15:54:27.228857Z,
WiFI_and_MQTT/profiling/PCAP/Interactions/M1T_Camera/M1T_Camera_WAN_RECORDING.pcap,6376820,1,little,us,16442,1701100494.936480045,1701100861.145479918,366.208999872,2023-11-27T15:54:54.936480Z,2023-11-27T16:01:01.145480Z,
WiFI_and_MQTT/profiling/PCAP/Interactions/M1T_Camera/M1T_Camera_WAN_WATCH.pcap,6000664,1,little,us,15752,1701099896.673055887,1701100283.562686920,386.889631033,2023-11-27T15:44:56.673056Z,2023-11-27T15:51:23.562687Z,
WiFI_and_MQTT/profiling/PCAP/Interactions/Multifunctional_Pager/Multifunctional_Pager_LAN_APP.pcap,64467,1,little,us,434,1701178875.649799109,1701179384.193774939,508.543975830,2023-11-28T13:41:15.649799Z,2023-11-28T13:49:44.193775Z,
WiFI_and_MQTT/profiling/PCAP/Interactions/Multifunctional_Pager/Multifunctional_Pager_LAN_PHYSICAL.pcap,30087,1,little,us,202,1701179414.818274021,1701180024.843698978,610.025424957,2023-11-28T13:50:14.818274Z,2023-11-28T14:00:24.843699Z,
WiFI_and_MQTT/profiling/PCAP/Interactions/Multifunctional_Pager/Multifunctional_Pager_WAN_APP.pcap,36499,1,little,us,202,1701178280.712882042,1701178568.284849882,287.571967840,2023-11-28T13:31:20.712882Z,2023-11-28T13:36:08.284850Z,
WiFI_and_MQTT/profiling/PCAP/Interactions/Multifunctional_Pager/Multifunctional_Pager_WAN_PHYSICAL.pcap,17045,1,little,us,91,1701177847.660362959,1701178243.016731024,395.356368065,2023-11-28T13:24:07.660363Z,2023-11-28T13:30:43.016731Z,
WiFI_and_MQTT/profiling/PCAP/Interactions/Owltron_Camera/Owltron_Camera_LAN_MIC.pcap,29541025,1,little,us,38911,1701102180.370342016,1701102493.200268984,312.829926968,2023-11-27T16:23:00.370342Z,2023-11-27T16:28:13.200269Z,
WiFI_and_MQTT/profiling/PCAP/Interactions/Owltron_Camera/Owltron_Camera_LAN_PHOTO.pcap,6526724,1,little,us,8810,1701101670.416117907,1701101814.525753975,144.109636068,2023-11-27T16:14:30.416118Z,2023-11-27T16:16:54.525754Z,
WiFI_and_MQTT/profiling/PCAP/Interactions/Owltron_Camera/Owltron_Camera_LAN_RECORDING.pcap,28517721,1,little,us,36662,1701101839.478612900,1701102158.634924889,319.156311989,2023-11-27T16:17:19.478613Z,2023-11-27T16:22:38.634925Z,
WiFI_and_MQTT/profiling/PCAP/Interactions/Owltron_Camera/Owltron_Camera_LAN_WATCH.pcap,22179270,1,little,us,30605,1701101343.533416986,1701101655.336936951,311.803519964,2023-11-27T16:09:03.533417Z,2023-11-27T16:14:15.336937Z,
WiFI_and_MQTT/profiling/PCAP/Interactions/Owltron_Camera/Owltron_Camera_WAN_MIC.pcap,28442798,1,little,us,37326,1701102518.727024078,1701102803.407671928,284.680647850,2023-11-27T16:28:38.727024Z,2023-11-27T16:33:23.407672Z,
WiFI_and_MQTT/profiling/PCAP/Interactions/Owltron_Camera/Owltron_Camera_WAN_PHOTO.pcap,4429983,1,little,us,5695,1701103259.924823999,1701103382.528614998,122.603790998,2023-11-27T16:40:59.924824Z,2023-11-27T16:43:02.528615Z,
